[2026-05-03 12:04:34] SESSION_START: Face Recognition Experiment
[2026-05-03 12:04:34] SETUP: Model=multiplicativo | Rank=10 | MaxIter=500
[2026-05-03 12:04:34] STATUS: Starting Training Loop...
[12:04:34] [MULT_ALGO] Starting Optimization (MaxIter=500, Tol=0.0001)
[12:04:34] [MULT_ALGO] ITER |  RECON_ERROR  |   DELTA_W  |   DELTA_H  | TIME(s)
[12:04:44] [MULT_ALGO] 0280 | 2.081177e-01 | 8.0823e-04 | 8.1136e-04 |   9.83
[12:04:44] [MULT_ALGO] 0290 | 2.079920e-01 | 7.8402e-04 | 7.8716e-04 |  10.08
[12:04:44] [MULT_ALGO] 0300 | 2.078737e-01 | 7.5997e-04 | 7.6354e-04 |  10.29
[12:04:45] [MULT_ALGO] 0310 | 2.077620e-01 | 7.3639e-04 | 7.4037e-04 |  11.09
[12:04:45] [MULT_ALGO] 0320 | 2.076565e-01 | 7.1364e-04 | 7.1767e-04 |  11.34
[12:04:45] [MULT_ALGO] 0330 | 2.075566e-01 | 6.9196e-04 | 6.9548e-04 |  11.55
[12:04:46] [MULT_ALGO] 0340 | 2.074619e-01 | 6.7147e-04 | 6.7383e-04 |  11.77
[12:04:46] [MULT_ALGO] 0350 | 2.073721e-01 | 6.5197e-04 | 6.5271e-04 |  12.00
[12:04:46] [MULT_ALGO] 0360 | 2.072869e-01 | 6.3308e-04 | 6.3212e-04 |  12.22
[12:04:46] [MULT_ALGO] 0370 | 2.072060e-01 | 6.1483e-04 | 6.1213e-04 |  12.47
[12:04:47] [MULT_ALGO] 0380 | 2.071291e-01 | 5.9769e-04 | 5.9285e-04 |  12.69
[12:04:47] [MULT_ALGO] 0390 | 2.070557e-01 | 5.8187e-04 | 5.7449e-04 |  13.51
[12:04:48] [MULT_ALGO] 0400 | 2.069856e-01 | 5.6705e-04 | 5.5722e-04 |  13.73
[12:04:48] [MULT_ALGO] 0410 | 2.069186e-01 | 5.5294e-04 | 5.4120e-04 |  13.97
[12:04:48] [MULT_ALGO] 0420 | 2.068544e-01 | 5.3958e-04 | 5.2650e-04 |  14.20
[12:04:48] [MULT_ALGO] 0430 | 2.067927e-01 | 5.2692e-04 | 5.1304e-04 |  14.44
[12:04:49] [MULT_ALGO] 0440 | 2.067336e-01 | 5.1476e-04 | 5.0055e-04 |  14.65
[12:04:49] [MULT_ALGO] 0450 | 2.066771e-01 | 5.0304e-04 | 4.8852e-04 |  14.87
[12:04:49] [MULT_ALGO] 0460 | 2.066230e-01 | 4.9175e-04 | 4.7645e-04 |  15.20
[12:04:50] [MULT_ALGO] 0470 | 2.065715e-01 | 4.8077e-04 | 4.6407e-04 |  15.90
[12:04:50] [MULT_ALGO] 0480 | 2.065225e-01 | 4.6994e-04 | 4.5142e-04 |  16.10
[12:04:50] [MULT_ALGO] 0490 | 2.064759e-01 | 4.5918e-04 | 4.3873e-04 |  16.34
[12:04:51] [MULT_ALGO] 0500 | 2.064315e-01 | 4.4846e-04 | 4.2628e-04 |  16.58
[12:04:51] [MULT_ALGO] STOPPED: Max Iterations Reached (500)
-------------------------------------------------------------------------------------

[2026-05-03 12:04:51] STATUS: Training Finished. Time=16.589s
[2026-05-03 12:04:51] STATUS: Projecting Test Data and Classifying...

=== CLASSIFICATION REPORT ===
IDX | REAL_ID | PRED_ID | DISTANCE | MATCH_IDX | STATUS
--------------------------------------------------------
001 |   01    |   01    |  0.1341  |   0001    | HIT 
002 |   01    |   01    |  0.1182  |   0006    | HIT 
003 |   01    |   01    |  0.1277  |   0006    | HIT 
004 |   02    |   02    |  0.0422  |   0009    | HIT 
005 |   02    |   02    |  0.0522  |   0012    | HIT 
006 |   02    |   02    |  0.0793  |   0014    | HIT 
007 |   03    |   03    |  0.0653  |   0021    | HIT 
008 |   03    |   03    |  0.0814  |   0021    | HIT 
009 |   03    |   03    |  0.0545  |   0016    | HIT 
010 |   04    |   04    |  0.0470  |   0026    | HIT 
011 |   04    |   04    |  0.0614  |   0025    | HIT 
012 |   04    |   04    |  0.0618  |   0024    | HIT 
013 |   05    |   05    |  0.0321  |   0033    | HIT 
014 |   05    |   05    |  0.1082  |   0035    | HIT 
015 |   05    |   05    |  0.0815  |   0035    | HIT 
016 |   06    |   06    |  0.0472  |   0041    | HIT 
017 |   06    |   06    |  0.0281  |   0042    | HIT 
018 |   06    |   06    |  0.0635  |   0040    | HIT 
019 |   07    |   07    |  0.0541  |   0046    | HIT 
020 |   07    |   07    |  0.0971  |   0049    | HIT 
021 |   07    |   07    |  0.0608  |   0046    | HIT 
022 |   08    |   08    |  0.0513  |   0054    | HIT 
023 |   08    |   08    |  0.0631  |   0053    | HIT 
024 |   08    |   08    |  0.0730  |   0056    | HIT 
025 |   09    |   09    |  0.0864  |   0063    | HIT 
026 |   09    |   09    |  0.0936  |   0061    | HIT 
027 |   09    |   09    |  0.0699  |   0057    | HIT 
028 |   10    |   10    |  0.0541  |   0070    | HIT 
029 |   10    |   10    |  0.0641  |   0067    | HIT 
030 |   10    |   10    |  0.0869  |   0064    | HIT 
031 |   11    |   11    |  0.0833  |   0072    | HIT 
032 |   11    |   16    |  0.1411  |   0106    | MISS
033 |   11    |   11    |  0.1053  |   0075    | HIT 
034 |   12    |   12    |  0.0742  |   0080    | HIT 
035 |   12    |   12    |  0.1058  |   0082    | HIT 
036 |   12    |   12    |  0.0769  |   0079    | HIT 
037 |   13    |   13    |  0.0828  |   0086    | HIT 
038 |   13    |   13    |  0.0838  |   0086    | HIT 
039 |   13    |   13    |  0.0529  |   0091    | HIT 
040 |   14    |   14    |  0.1057  |   0098    | HIT 
041 |   14    |   19    |  0.1174  |   0133    | MISS
042 |   14    |   14    |  0.0940  |   0098    | HIT 
043 |   15    |   15    |  0.0622  |   0100    | HIT 
044 |   15    |   15    |  0.0823  |   0103    | HIT 
045 |   15    |   15    |  0.0526  |   0104    | HIT 
046 |   16    |   16    |  0.0930  |   0108    | HIT 
047 |   16    |   16    |  0.1314  |   0108    | HIT 
048 |   16    |   24    |  0.1298  |   0167    | MISS
049 |   17    |   17    |  0.0712  |   0114    | HIT 
050 |   17    |   17    |  0.0809  |   0119    | HIT 
051 |   17    |   17    |  0.0654  |   0119    | HIT 
052 |   18    |   18    |  0.0824  |   0126    | HIT 
053 |   18    |   18    |  0.0321  |   0123    | HIT 
054 |   18    |   18    |  0.0960  |   0125    | HIT 
055 |   19    |   19    |  0.0724  |   0132    | HIT 
056 |   19    |   19    |  0.1106  |   0133    | HIT 
057 |   19    |   16    |  0.1302  |   0106    | MISS
058 |   20    |   20    |  0.0759  |   0139    | HIT 
059 |   20    |   20    |  0.1061  |   0137    | HIT 
060 |   20    |   21    |  0.1066  |   0147    | MISS
061 |   21    |   21    |  0.0721  |   0142    | HIT 
062 |   21    |   21    |  0.0503  |   0142    | HIT 
063 |   21    |   21    |  0.0626  |   0145    | HIT 
064 |   22    |   22    |  0.0358  |   0151    | HIT 
065 |   22    |   22    |  0.0524  |   0148    | HIT 
066 |   22    |   22    |  0.0439  |   0153    | HIT 
067 |   23    |   23    |  0.0530  |   0161    | HIT 
068 |   23    |   23    |  0.0540  |   0157    | HIT 
069 |   23    |   23    |  0.0796  |   0156    | HIT 
070 |   24    |   24    |  0.0459  |   0164    | HIT 
071 |   24    |   24    |  0.0701  |   0168    | HIT 
072 |   24    |   24    |  0.0599  |   0163    | HIT 
073 |   25    |   25    |  0.0723  |   0172    | HIT 
074 |   25    |   25    |  0.0810  |   0174    | HIT 
075 |   25    |   25    |  0.0638  |   0175    | HIT 
076 |   26    |   26    |  0.1400  |   0176    | HIT 
077 |   26    |   26    |  0.0292  |   0177    | HIT 
078 |   26    |   26    |  0.0551  |   0182    | HIT 
079 |   27    |   16    |  0.1113  |   0107    | MISS
080 |   27    |   27    |  0.0485  |   0189    | HIT 
081 |   27    |   27    |  0.0686  |   0189    | HIT 
082 |   28    |   28    |  0.0546  |   0195    | HIT 
083 |   28    |   37    |  0.0774  |   0254    | MISS
084 |   28    |   28    |  0.1136  |   0192    | HIT 
085 |   29    |   29    |  0.0330  |   0202    | HIT 
086 |   29    |   29    |  0.0751  |   0201    | HIT 
087 |   29    |   29    |  0.0583  |   0200    | HIT 
088 |   30    |   30    |  0.0864  |   0208    | HIT 
089 |   30    |   30    |  0.0905  |   0205    | HIT 
090 |   30    |   21    |  0.0997  |   0146    | MISS
091 |   31    |   21    |  0.0858  |   0141    | MISS
092 |   31    |   31    |  0.0618  |   0211    | HIT 
093 |   31    |   21    |  0.0777  |   0145    | MISS
094 |   32    |   15    |  0.1017  |   0099    | MISS
095 |   32    |   32    |  0.0763  |   0219    | HIT 
096 |   32    |   32    |  0.1057  |   0218    | HIT 
097 |   33    |   33    |  0.0785  |   0230    | HIT 
098 |   33    |   33    |  0.0778  |   0227    | HIT 
099 |   33    |   33    |  0.0621  |   0231    | HIT 
100 |   34    |   34    |  0.0328  |   0237    | HIT 
101 |   34    |   34    |  0.0421  |   0238    | HIT 
102 |   34    |   34    |  0.0237  |   0233    | HIT 
103 |   35    |   35    |  0.0857  |   0245    | HIT 
104 |   35    |   35    |  0.0775  |   0245    | HIT 
105 |   35    |   35    |  0.0920  |   0244    | HIT 
106 |   36    |   36    |  0.0572  |   0252    | HIT 
107 |   36    |   36    |  0.0526  |   0249    | HIT 
108 |   36    |   36    |  0.0899  |   0249    | HIT 
109 |   37    |   37    |  0.0565  |   0254    | HIT 
110 |   37    |   37    |  0.0502  |   0258    | HIT 
111 |   37    |   37    |  0.0353  |   0253    | HIT 
112 |   38    |   38    |  0.0516  |   0262    | HIT 
113 |   38    |   38    |  0.0653  |   0261    | HIT 
114 |   38    |   38    |  0.0994  |   0260    | HIT 
115 |   39    |   21    |  0.1113  |   0143    | MISS
116 |   39    |   33    |  0.1250  |   0225    | MISS
117 |   39    |   39    |  0.0728  |   0272    | HIT 
118 |   40    |   40    |  0.0677  |   0279    | HIT 
119 |   40    |   40    |  0.0589  |   0274    | HIT 
120 |   40    |   05    |  0.0679  |   0030    | MISS
--------------------------------------------------------
[2026-05-03 12:04:51] SUMMARY: Accuracy=88.33% (106/120)
[2026-05-03 12:04:51] SESSION_END
